Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1741971370,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1741971371,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1741971372,1,,Aggregated,0.000000,0.000000,6,7,29,29,50,50,50,50,50,50,50,8,0,3,12.245476749740192,1.322577998507768,50.37725200236309,171.625
1741971373,3,,Aggregated,0.000000,0.000000,3,3,5,6,37,41,50,50,50,50,50,32,0,3,8.182858812006089,1.112167999963276,50.37725200236309,171.625
1741971374,5,,Aggregated,4.000000,0.000000,2,3,3,4,37,38,41,50,50,50,50,72,0,2,7.180973180867214,1.024446995870676,50.37725200236309,171.625
1741971375,6,,Aggregated,8.000000,0.000000,2,3,3,3,37,38,41,46,50,50,50,120,0,2,6.8994009335559285,0.980206998065114,50.37725200236309,171.64166666666668
1741971376,8,,Aggregated,14.000000,0.000000,2,3,3,3,36,38,39,46,50,50,50,184,0,2,6.61236187514315,0.9409790000063367,50.37725200236309,171.66847826086956
1741971377,10,,Aggregated,20.800000,0.000000,2,3,3,3,35,37,38,41,50,50,50,264,0,2,6.447679609939796,0.9287950015277602,50.37725200236309,171.70075757575756
1741971378,11,,Aggregated,26.666667,0.000000,2,3,3,3,35,37,38,44,50,50,50,352,0,2,6.434883088125141,0.9225090034306049,50.37725200236309,171.72727272727272
1741971379,13,,Aggregated,33.142857,0.000000,2,3,3,3,34,37,38,41,50,50,50,456,0,2,6.33012387959497,0.9225090034306049,50.37725200236309,171.7565789473684
1741971380,15,,Aggregated,39.625000,0.000000,2,3,3,3,34,36,38,41,50,50,50,576,0,2,6.241250382105237,0.905542001419235,50.37725200236309,171.78472222222223
1741971381,16,,Aggregated,45.333333,0.000000,2,3,3,3,34,36,38,39,50,50,50,701,0,2,6.162259677739647,0.8909080061130226,50.37725200236309,170.8944365192582
1741971382,18,,Aggregated,51.700000,0.000000,2,2,3,3,34,36,38,39,50,50,50,835,0,2,6.14244113423552,0.8909080061130226,50.37725200236309,171.34491017964072
1741971383,20,,Aggregated,63.700000,0.000000,2,2,3,3,34,36,38,40,78,78,78,992,0,2,6.300037769278788,0.8741909987293184,77.69967099739006,171.8508064516129
1741971384,21,,Aggregated,75.700000,0.000000,2,2,3,3,34,36,38,43,69,78,78,1156,0,2,6.414038796808096,0.8724680010345764,77.69967099739006,171.44982698961937
1741971385,23,,Aggregated,88.500000,0.000000,2,2,3,3,34,36,38,44,69,78,78,1328,0,2,6.5402593826361395,0.8724680010345764,77.69967099739006,171.87951807228916
1741971386,25,,Aggregated,101.300000,0.000000,2,2,3,3,34,37,43,59,87,94,94,1528,0,2,6.941917878380582,0.8724680010345764,93.96815799846081,171.89332460732984
1741971387,26,,Aggregated,113.000000,0.000000,2,2,3,3,34,37,44,63,87,94,94,1730,0,2,6.925059376415532,0.8724680010345764,93.96815799846081,171.16589595375723
1741971388,28,,Aggregated,125.000000,0.000000,2,3,3,4,34,37,56,78,100,120,120,1933,0,2,7.434725858888069,0.8724680010345764,120.11323900514981,171.04242110708742
1741971389,30,,Aggregated,137.300000,0.000000,2,3,3,4,35,40,78,99,170,170,170,2138,0,2,8.842643649793276,0.8724680010345764,171.76093599846354,171.3643592142189
1741971390,31,,Aggregated,149.300000,0.000000,2,3,4,5,36,59,97,110,190,200,200,2341,0,2,10.645377534118511,0.8724680010345764,197.01160799741047,170.76804784280222
1741971391,33,,Aggregated,160.700000,0.000000,2,3,5,6,37,69,110,170,190,200,200,2549,0,2,12.19054199542365,0.8724680010345764,197.01160799741047,170.4590035307964
1741971392,35,,Aggregated,170.000000,0.000000,3,4,6,10,40,78,120,190,310,320,320,2756,0,3,14.90562180927928,0.8724680010345764,316.2613419990521,170.28628447024673
1741971393,36,,Aggregated,179.400000,0.000000,3,5,7,13,56,86,180,220,320,370,370,2948,2,3,17.634680099506078,0.8724680010345764,373.2070539990673,170.72388059701493
